"","x"
"16555","No schooling"
"16556","Preschool/ Primary"
"16557","Intermediate"
"16558","Preschool/ Primary"
"16559","Matric"
"16560","No schooling"
"16561","No schooling"
"16562","No schooling"
"16563","No schooling"
"16564","No schooling"
"16565","Matric"
"16566","No schooling"
"16567","Middle"
"16568","No schooling"
"16569","No schooling"
"16570","Preschool/ Primary"
"16571","Preschool/ Primary"
"16572","No schooling"
"16573","No schooling"
"16574","Middle"
"16575","No schooling"
"16576","Preschool/ Primary"
"16577","No schooling"
"16578","Matric"
"16579","Preschool/ Primary"
"16580","No schooling"
"16581","No schooling"
"16582","No schooling"
"16583","No schooling"
"16584","Preschool/ Primary"
"16585","Preschool/ Primary"
"16586","No schooling"
"16587","No schooling"
"16588","Masters or above"
"16589","Intermediate"
"16590","No schooling"
"16591","No schooling"
"16592","No schooling"
"16593","Masters or above"
"16594","Preschool/ Primary"
"16595","Preschool/ Primary"
"16596","Preschool/ Primary"
"16597","No schooling"
"16598","No schooling"
"16599","Intermediate"
"16600","No schooling"
"16601","No schooling"
"16602","Preschool/ Primary"
"16603","Intermediate"
"16604","No schooling"
"16605","Preschool/ Primary"
"16606","Preschool/ Primary"
"16607","No schooling"
"16608","No schooling"
"16609","No schooling"
"16610","Preschool/ Primary"
"16611","No schooling"
"16612","No schooling"
"16613","Intermediate"
"16614","No schooling"
"16615","Preschool/ Primary"
"16616","No schooling"
"16617","Intermediate"
"16618","Masters or above"
"16619","No schooling"
"16620","Middle"
"16621","Preschool/ Primary"
"16622","No schooling"
"16623","Intermediate"
"16624","Preschool/ Primary"
"16625","No schooling"
"16626","No schooling"
"16627","Preschool/ Primary"
"16628","Intermediate"
"16629","Matric"
"16630","Preschool/ Primary"
"16631","Preschool/ Primary"
"16632","Middle"
"16633","Preschool/ Primary"
"16634","No schooling"
"16635","Graduation"
"16636","No schooling"
"16637","Matric"
"16638","No schooling"
"16639","Masters or above"
"16640","Middle"
"16641","No schooling"
"16642","Middle"
"16643","Preschool/ Primary"
"16644","Middle"
"16645","No schooling"
"16646","Matric"
"16647","Matric"
"16648","No schooling"
"16649","No schooling"
"16650","No schooling"
"16651","Matric"
"16652","Middle"
"16653","Graduation"
"16654","Middle"
"16655","Preschool/ Primary"
"16656","Graduation"
"16657","Preschool/ Primary"
"16658","Masters or above"
"16659","Matric"
"16660","Middle"
"16661","Matric"
"16662","Preschool/ Primary"
"16663","Preschool/ Primary"
"16664","No schooling"
"16665","Intermediate"
"16666","Middle"
"16667","No schooling"
"16668","Graduation"
"16669","Preschool/ Primary"
"16670","No schooling"
"16671","No schooling"
"16672","Middle"
"16673","Masters or above"
"16674","No schooling"
"16675","Preschool/ Primary"
"16676","Intermediate"
"16677","Preschool/ Primary"
"16678","Preschool/ Primary"
"16679","Preschool/ Primary"
"16680","No schooling"
"16681","No schooling"
"16682","Preschool/ Primary"
"16683","Preschool/ Primary"
"16684","No schooling"
"16685","No schooling"
"16686","No schooling"
"16687","No schooling"
"16688","No schooling"
"16689","Preschool/ Primary"
"16690","No schooling"
"16691","Preschool/ Primary"
"16692","No schooling"
"16693","No schooling"
"16694","Preschool/ Primary"
"16695","No schooling"
"16696","No schooling"
"16697","No schooling"
"16698","Preschool/ Primary"
"16699","No schooling"
"16700","Middle"
"16701","No schooling"
"16702","No schooling"
"16703","No schooling"
"16704","No schooling"
"16705","Preschool/ Primary"
"16706","Preschool/ Primary"
"16707","Middle"
"16708","No schooling"
"16709","No schooling"
"16710","No schooling"
"16711","No schooling"
"16712","Preschool/ Primary"
"16713","No schooling"
"16714","No schooling"
"16715","No schooling"
"16716","Preschool/ Primary"
"16717","No schooling"
"16718","No schooling"
"16719","No schooling"
"16720","No schooling"
"16721","Preschool/ Primary"
"16722","No schooling"
"16723","No schooling"
"16724","No schooling"
"16725","Preschool/ Primary"
"16726","Preschool/ Primary"
"16727","No schooling"
"16728","Preschool/ Primary"
"16729","Preschool/ Primary"
"16730","No schooling"
"16731","No schooling"
"16732","No schooling"
"16733","Preschool/ Primary"
"16734","Middle"
"16735","No schooling"
"16736","Preschool/ Primary"
"16737","No schooling"
"16738","No schooling"
"16739","No schooling"
"16740","No schooling"
"16741","No schooling"
"16742","No schooling"
"16743","Matric"
"16744","Preschool/ Primary"
"16745","No schooling"
"16746","No schooling"
"16747","Preschool/ Primary"
"16748","No schooling"
"16749","No schooling"
"16750","No schooling"
"16751","Preschool/ Primary"
"16752","No schooling"
"16753","No schooling"
"16754","Preschool/ Primary"
"16755","No schooling"
"16756","No schooling"
"16757","No schooling"
"16758","No schooling"
"16759","Matric"
"16760","No schooling"
"16761","No schooling"
"16762","Masters or above"
"16763","No schooling"
"16764","No schooling"
"16765","Preschool/ Primary"
"16766","Preschool/ Primary"
"16767","Matric"
"16768","No schooling"
"16769","No schooling"
"16770","No schooling"
"16771","No schooling"
"16772","Preschool/ Primary"
"16773","No schooling"
"16774","No schooling"
"16775","No schooling"
"16776","No schooling"
"16777","No schooling"
"16778","No schooling"
"16779","No schooling"
"16780","No schooling"
"16781","No schooling"
"16782","No schooling"
"16783","Preschool/ Primary"
"16784","No schooling"
"16785","No schooling"
"16786","No schooling"
"16787","No schooling"
"16788","No schooling"
"16789","Preschool/ Primary"
"16790","Matric"
"16791","No schooling"
"16792","Middle"
"16793","No schooling"
"16794","No schooling"
"16795","Preschool/ Primary"
"16796","No schooling"
"16797","No schooling"
"16798","Preschool/ Primary"
"16799","No schooling"
"16800","No schooling"
"16801","Preschool/ Primary"
"16802","Matric"
"16803","Middle"
"16804","Matric"
"16805","No schooling"
"16806","Preschool/ Primary"
"16807","Preschool/ Primary"
"16808","Preschool/ Primary"
"16809","Middle"
"16810","Preschool/ Primary"
"16811","No schooling"
"16812","Matric"
"16813","No schooling"
"16814","Graduation"
"16815","Middle"
"16816","No schooling"
"16817","Middle"
"16818","Intermediate"
"16819","No schooling"
"16820","No schooling"
"16821","No schooling"
"16822","Preschool/ Primary"
"16823","Preschool/ Primary"
"16824","No schooling"
"16825","No schooling"
"16826","No schooling"
"16827","No schooling"
"16828","Middle"
"16829","Preschool/ Primary"
"16830","No schooling"
"16831","Matric"
"16832","Intermediate"
"16833","Preschool/ Primary"
"16834","Matric"
"16835","Matric"
"16836","Graduation"
"16837","Middle"
"16838","Matric"
"16839","Preschool/ Primary"
"16840","No schooling"
"16841","No schooling"
"16842","Matric"
"16843","Matric"
"16844","Matric"
"16845","Preschool/ Primary"
"16846","No schooling"
"16847","No schooling"
"16848","No schooling"
"16849","No schooling"
"16850","Matric"
"16851","No schooling"
"16852","No schooling"
"16853","Middle"
"16854","Preschool/ Primary"
"16855","Matric"
"16856","No schooling"
"16857","Matric"
"16858","No schooling"
"16859","Intermediate"
"16860","Graduation"
"16861","Matric"
"16862","No schooling"
"16863","Graduation"
"16864","Preschool/ Primary"
"16865","Preschool/ Primary"
"16866","No schooling"
"16867","No schooling"
"16868","No schooling"
"16869","No schooling"
"16870","No schooling"
"16871","No schooling"
"16872","No schooling"
"16873","No schooling"
"16874","No schooling"
"16875","No schooling"
"16876","No schooling"
"16877","No schooling"
"16878","No schooling"
"16879","No schooling"
"16880","No schooling"
"16881","No schooling"
"16882","No schooling"
"16883","No schooling"
"16884","No schooling"
"16885","Preschool/ Primary"
"16886","No schooling"
"16887","No schooling"
"16888","No schooling"
"16889","No schooling"
"16890","No schooling"
"16891","No schooling"
"16892","No schooling"
"16893","No schooling"
"16894","No schooling"
"16895","Preschool/ Primary"
"16896","No schooling"
"16897","Preschool/ Primary"
"16898","No schooling"
"16899","No schooling"
"16900","No schooling"
"16901","Preschool/ Primary"
"16902","Middle"
"16903","No schooling"
"16904","No schooling"
"16905","No schooling"
"16906","No schooling"
"16907","No schooling"
"16908","No schooling"
"16909","Preschool/ Primary"
"16910","Preschool/ Primary"
"16911","Middle"
"16912","No schooling"
"16913","No schooling"
"16914","No schooling"
"16915","No schooling"
"16916","No schooling"
"16917","Masters or above"
"16918","No schooling"
"16919","No schooling"
"16920","No schooling"
"16921","Preschool/ Primary"
"16922","No schooling"
"16923","No schooling"
"16924","No schooling"
"16925","No schooling"
"16926","Preschool/ Primary"
"16927","No schooling"
"16928","No schooling"
"16929","No schooling"
"16930","No schooling"
"16931","No schooling"
"16932","No schooling"
"16933","No schooling"
"16934","No schooling"
"16935","No schooling"
"16936","No schooling"
"16937","No schooling"
"16938","No schooling"
"16939","No schooling"
"16940","No schooling"
"16941","No schooling"
"16942","No schooling"
"16943","No schooling"
"16944","No schooling"
"16945","No schooling"
"16946","No schooling"
"16947","No schooling"
"16948","No schooling"
"16949","No schooling"
"16950","No schooling"
"16951","Preschool/ Primary"
"16952","No schooling"
"16953","No schooling"
"16954","No schooling"
"16955","No schooling"
"16956","No schooling"
"16957","No schooling"
"16958","No schooling"
"16959","No schooling"
"16960","No schooling"
"16961","Middle"
"16962","No schooling"
"16963","No schooling"
"16964","Preschool/ Primary"
"16965","Middle"
"16966","Masters or above"
"16967","Middle"
"16968","No schooling"
"16969","Matric"
"16970","Matric"
"16971","Matric"
"16972","Matric"
"16973","Middle"
"16974","Preschool/ Primary"
"16975","No schooling"
"16976","No schooling"
"16977","Preschool/ Primary"
"16978","Middle"
"16979","Middle"
"16980","No schooling"
"16981","Masters or above"
"16982","Intermediate"
"16983","Preschool/ Primary"
"16984","Preschool/ Primary"
"16985","No schooling"
"16986","No schooling"
"16987","Preschool/ Primary"
"16988","No schooling"
"16989","Preschool/ Primary"
"16990","Preschool/ Primary"
"16991","Preschool/ Primary"
"16992","No schooling"
"16993","No schooling"
"16994","No schooling"
"16995","No schooling"
"16996","No schooling"
"16997","No schooling"
"16998","No schooling"
"16999","No schooling"
"17000","No schooling"
"17001","No schooling"
"17002","No schooling"
"17003","No schooling"
"17004","No schooling"
"17005","No schooling"
"17006","Graduation"
"17007","No schooling"
"17008","Middle"
"17009","Middle"
"17010","No schooling"
"17011","Preschool/ Primary"
"17012","Intermediate"
"17013","Preschool/ Primary"
"17014","Matric"
"17015","No schooling"
"17016","Middle"
"17017","No schooling"
"17018","No schooling"
"17019","No schooling"
"17020","Middle"
"17021","Preschool/ Primary"
"17022","No schooling"
"17023","No schooling"
"17024","No schooling"
"17025","Middle"
"17026","Preschool/ Primary"
"17027","No schooling"
"17028","Preschool/ Primary"
"17029","No schooling"
"17030","No schooling"
"17031","No schooling"
"17032","Middle"
"17033","Matric"
"17034","Intermediate"
"17035","No schooling"
"17036","Preschool/ Primary"
"17037","Matric"
"17038","No schooling"
"17039","Matric"
"17040","Matric"
"17041","No schooling"
"17042","No schooling"
"17043","No schooling"
"17044","No schooling"
"17045","No schooling"
"17046","Preschool/ Primary"
"17047","No schooling"
"17048","Preschool/ Primary"
"17049","No schooling"
"17050","No schooling"
"17051","No schooling"
"17052","Middle"
"17053","No schooling"
"17054","No schooling"
"17055","No schooling"
"17056","No schooling"
"17057","No schooling"
"17058","No schooling"
"17059","Preschool/ Primary"
"17060","No schooling"
"17061","No schooling"
"17062","No schooling"
"17063","Graduation"
"17064","Masters or above"
"17065","Masters or above"
"17066","Intermediate"
"17067","No schooling"
"17068","Middle"
"17069","No schooling"
"17070","Graduation"
"17071","Matric"
"17072","Matric"
"17073","Middle"
"17074","Preschool/ Primary"
"17075","Masters or above"
"17076","Preschool/ Primary"
"17077","Middle"
"17078","Matric"
"17079","Intermediate"
"17080","Preschool/ Primary"
"17081","Graduation"
"17082","No schooling"
"17083","No schooling"
"17084","No schooling"
"17085","Matric"
"17086","Matric"
"17087","Matric"
"17088","Preschool/ Primary"
"17089","Matric"
"17090","No schooling"
"17091","Matric"
"17092","Matric"
"17093","No schooling"
"17094","No schooling"
"17095","Intermediate"
"17096","Middle"
"17097","Middle"
"17098","Matric"
"17099","Matric"
"17100","Preschool/ Primary"
"17101","Graduation"
"17102","No schooling"
"17103","Masters or above"
"17104","Masters or above"
"17105","No schooling"
"17106","Masters or above"
"17107","Graduation"
"17108","Middle"
"17109","Intermediate"
"17110","Matric"
"17111","Intermediate"
"17112","Intermediate"
"17113","Masters or above"
"17114","Preschool/ Primary"
"17115","Matric"
"17116","Matric"
"17117","Middle"
"17118","Masters or above"
"17119","Intermediate"
"17120","No schooling"
"17121","Preschool/ Primary"
"17122","Graduation"
"17123","Intermediate"
"17124","Middle"
"17125","Matric"
"17126","Intermediate"
"17127","Preschool/ Primary"
"17128","Preschool/ Primary"
"17129","No schooling"
"17130","Masters or above"
"17131","Graduation"
"17132","No schooling"
"17133","Matric"
"17134","Masters or above"
"17135","Masters or above"
"17136","Masters or above"
"17137","No schooling"
"17138","Preschool/ Primary"
"17139","Preschool/ Primary"
"17140","Matric"
"17141","Preschool/ Primary"
"17142","Preschool/ Primary"
"17143","Preschool/ Primary"
"17144","Preschool/ Primary"
"17145","Graduation"
"17146","No schooling"
"17147","No schooling"
"17148","Preschool/ Primary"
"17149","No schooling"
"17150","Middle"
"17151","No schooling"
"17152","No schooling"
"17153","Middle"
"17154","Intermediate"
"17155","Intermediate"
"17156","Matric"
"17157","No schooling"
"17158","Masters or above"
"17159","Matric"
"17160","Preschool/ Primary"
"17161","Graduation"
"17162","Graduation"
"17163","Intermediate"
"17164","Intermediate"
"17165","Intermediate"
"17166","Middle"
"17167","Preschool/ Primary"
"17168","Graduation"
"17169","Preschool/ Primary"
"17170","Middle"
"17171","Preschool/ Primary"
"17172","Masters or above"
"17173","Preschool/ Primary"
"17174","No schooling"
"17175","No schooling"
"17176","Preschool/ Primary"
"17177","Graduation"
"17178","Matric"
"17179","Middle"
"17180","Middle"
"17181","No schooling"
"17182","No schooling"
"17183","No schooling"
"17184","No schooling"
"17185","No schooling"
"17186","No schooling"
"17187","Matric"
"17188","Preschool/ Primary"
"17189","Intermediate"
"17190","Middle"
"17191","Middle"
"17192","No schooling"
"17193","No schooling"
"17194","Preschool/ Primary"
"17195","Masters or above"
"17196","Matric"
"17197","Masters or above"
"17198","Middle"
"17199","Middle"
"17200","Graduation"
"17201","Graduation"
"17202","Graduation"
"17203","Middle"
"17204","Intermediate"
"17205","Masters or above"
"17206","Matric"
"17207","Matric"
"17208","Middle"
"17209","Matric"
"17210","Graduation"
"17211","No schooling"
"17212","No schooling"
"17213","No schooling"
"17214","Preschool/ Primary"
"17215","Graduation"
"17216","Preschool/ Primary"
"17217","No schooling"
"17218","No schooling"
"17219","Preschool/ Primary"
"17220","No schooling"
"17221","No schooling"
"17222","Matric"
"17223","Matric"
"17224","Matric"
"17225","Matric"
"17226","Preschool/ Primary"
"17227","Preschool/ Primary"
"17228","Graduation"
"17229","Middle"
"17230","Middle"
"17231","No schooling"
"17232","Middle"
"17233","No schooling"
"17234","Graduation"
"17235","Intermediate"
"17236","No schooling"
"17237","Preschool/ Primary"
"17238","Matric"
"17239","No schooling"
"17240","Preschool/ Primary"
"17241","Preschool/ Primary"
"17242","Matric"
"17243","Preschool/ Primary"
"17244","No schooling"
"17245","Middle"
"17246","No schooling"
"17247","No schooling"
"17248","Middle"
"17249","Middle"
"17250","Middle"
"17251","Preschool/ Primary"
"17252","No schooling"
"17253","Matric"
"17254","Middle"
"17255","No schooling"
"17256","Masters or above"
"17257","No schooling"
"17258","Matric"
"17259","Middle"
"17260","Middle"
"17261","Preschool/ Primary"
"17262","No schooling"
"17263","Preschool/ Primary"
"17264","Matric"
"17265","Matric"
"17266","Intermediate"
"17267","No schooling"
"17268","No schooling"
"17269","No schooling"
"17270","Middle"
"17271","Masters or above"
"17272","Graduation"
"17273","Preschool/ Primary"
"17274","Middle"
"17275","Intermediate"
"17276","Preschool/ Primary"
"17277","No schooling"
"17278","Middle"
"17279","Middle"
"17280","Preschool/ Primary"
"17281","No schooling"
"17282","Preschool/ Primary"
"17283","Graduation"
"17284","No schooling"
"17285","Preschool/ Primary"
"17286","Graduation"
"17287","Matric"
"17288","Matric"
"17289","Graduation"
"17290","No schooling"
"17291","Preschool/ Primary"
"17292","No schooling"
"17293","No schooling"
"17294","Middle"
"17295","No schooling"
"17296","No schooling"
"17297","No schooling"
"17298","Matric"
"17299","No schooling"
"17300","No schooling"
"17301","Middle"
"17302","Matric"
"17303","Intermediate"
"17304","Matric"
"17305","Matric"
"17306","Preschool/ Primary"
"17307","Preschool/ Primary"
"17308","Matric"
"17309","No schooling"
"17310","Middle"
"17311","Middle"
"17312","Masters or above"
"17313","Masters or above"
"17314","Preschool/ Primary"
"17315","Matric"
"17316","Preschool/ Primary"
"17317","Intermediate"
"17318","Masters or above"
"17319","No schooling"
"17320","No schooling"
"17321","No schooling"
"17322","No schooling"
"17323","Middle"
"17324","Preschool/ Primary"
"17325","No schooling"
"17326","Preschool/ Primary"
"17327","Middle"
"17328","Preschool/ Primary"
"17329","Matric"
"17330","Preschool/ Primary"
"17331","Intermediate"
"17332","No schooling"
"17333","No schooling"
"17334","Preschool/ Primary"
"17335","Matric"
"17336","Middle"
"17337","Matric"
"17338","No schooling"
"17339","Matric"
"17340","Preschool/ Primary"
"17341","Preschool/ Primary"
"17342","No schooling"
"17343","No schooling"
"17344","Matric"
"17345","No schooling"
"17346","Matric"
"17347","Matric"
"17348","No schooling"
"17349","No schooling"
"17350","Matric"
"17351","No schooling"
"17352","Preschool/ Primary"
"17353","Matric"
"17354","Preschool/ Primary"
"17355","Middle"
"17356","Preschool/ Primary"
"17357","No schooling"
"17358","No schooling"
"17359","No schooling"
"17360","No schooling"
"17361","Preschool/ Primary"
"17362","No schooling"
"17363","No schooling"
"17364","Middle"
"17365","Preschool/ Primary"
"17366","Middle"
"17367","Preschool/ Primary"
"17368","No schooling"
"17369","No schooling"
"17370","No schooling"
"17371","Preschool/ Primary"
"17372","Preschool/ Primary"
"17373","Preschool/ Primary"
"17374","Matric"
"17375","Middle"
"17376","Matric"
"17377","Middle"
"17378","No schooling"
"17379","Intermediate"
"17380","Middle"
"17381","Matric"
"17382","Preschool/ Primary"
"17383","Matric"
"17384","Graduation"
"17385","Matric"
"17386","Middle"
"17387","Preschool/ Primary"
"17388","Matric"
"17389","No schooling"
"17390","No schooling"
"17391","Preschool/ Primary"
"17392","Intermediate"
"17393","Intermediate"
"17394","Preschool/ Primary"
"17395","Middle"
"17396","No schooling"
"17397","Middle"
"17398","Intermediate"
"17399","Graduation"
"17400","No schooling"
"17401","Intermediate"
"17402","Matric"
"17403","No schooling"
"17404","No schooling"
"17405","Intermediate"
"17406","Masters or above"
"17407","Intermediate"
"17408","Preschool/ Primary"
"17409","Preschool/ Primary"
"17410","Graduation"
"17411","No schooling"
"17412","No schooling"
"17413","No schooling"
"17414","No schooling"
"17415","Matric"
"17416","Preschool/ Primary"
"17417","No schooling"
"17418","No schooling"
"17419","No schooling"
"17420","Masters or above"
"17421","Matric"
"17422","No schooling"
"17423","Matric"
"17424","Preschool/ Primary"
"17425","Preschool/ Primary"
"17426","No schooling"
"17427","Preschool/ Primary"
"17428","No schooling"
"17429","Matric"
"17430","No schooling"
"17431","No schooling"
"17432","No schooling"
"17433","No schooling"
"17434","Matric"
"17435","No schooling"
"17436","No schooling"
"17437","No schooling"
"17438","No schooling"
"17439","No schooling"
"17440","No schooling"
"17441","No schooling"
"17442","Preschool/ Primary"
"17443","No schooling"
"17444","No schooling"
"17445","Preschool/ Primary"
"17446","No schooling"
"17447","No schooling"
"17448","Preschool/ Primary"
"17449","Preschool/ Primary"
"17450","Preschool/ Primary"
"17451","No schooling"
"17452","No schooling"
"17453","No schooling"
"17454","No schooling"
"17455","Preschool/ Primary"
"17456","Preschool/ Primary"
"17457","No schooling"
"17458","No schooling"
"17459","No schooling"
"17460","No schooling"
"17461","No schooling"
"17462","No schooling"
"17463","No schooling"
"17464","Middle"
"17465","No schooling"
"17466","Preschool/ Primary"
"17467","Preschool/ Primary"
"17468","Masters or above"
"17469","Matric"
"17470","Preschool/ Primary"
"17471","Matric"
"17472","Preschool/ Primary"
"17473","Preschool/ Primary"
"17474","No schooling"
"17475","Preschool/ Primary"
"17476","No schooling"
"17477","Matric"
"17478","No schooling"
"17479","Masters or above"
"17480","Graduation"
"17481","No schooling"
"17482","No schooling"
"17483","No schooling"
"17484","Middle"
"17485","No schooling"
"17486","Preschool/ Primary"
"17487","Middle"
"17488","No schooling"
"17489","Matric"
"17490","Preschool/ Primary"
"17491","Middle"
"17492","No schooling"
"17493","Preschool/ Primary"
"17494","No schooling"
"17495","Preschool/ Primary"
"17496","Middle"
"17497","No schooling"
"17498","Masters or above"
"17499","No schooling"
"17500","Preschool/ Primary"
"17501","Preschool/ Primary"
"17502","Matric"
"17503","Preschool/ Primary"
"17504","Preschool/ Primary"
"17505","No schooling"
"17506","No schooling"
"17507","No schooling"
"17508","Preschool/ Primary"
"17509","No schooling"
"17510","No schooling"
"17511","No schooling"
"17512","Preschool/ Primary"
"17513","No schooling"
"17514","Preschool/ Primary"
"17515","No schooling"
"17516","No schooling"
"17517","No schooling"
"17518","No schooling"
"17519","Preschool/ Primary"
"17520","No schooling"
"17521","Middle"
"17522","No schooling"
"17523","No schooling"
"17524","No schooling"
"17525","No schooling"
"17526","No schooling"
"17527","No schooling"
"17528","Preschool/ Primary"
"17529","No schooling"
"17530","No schooling"
"17531","Preschool/ Primary"
"17532","No schooling"
"17533","No schooling"
"17534","No schooling"
"17535","Preschool/ Primary"
"17536","Preschool/ Primary"
"17537","No schooling"
"17538","No schooling"
"17539","Preschool/ Primary"
"17540","No schooling"
"17541","No schooling"
"17542","No schooling"
"17543","No schooling"
"17544","No schooling"
"17545","Preschool/ Primary"
"17546","Middle"
"17547","No schooling"
"17548","No schooling"
"17549","No schooling"
"17550","No schooling"
"17551","No schooling"
"17552","Preschool/ Primary"
"17553","No schooling"
"17554","No schooling"
"17555","Preschool/ Primary"
"17556","No schooling"
"17557","No schooling"
"17558","Preschool/ Primary"
"17559","No schooling"
"17560","Graduation"
"17561","Preschool/ Primary"
"17562","No schooling"
"17563","No schooling"
"17564","No schooling"
"17565","No schooling"
"17566","Preschool/ Primary"
"17567","No schooling"
"17568","No schooling"
"17569","Preschool/ Primary"
"17570","No schooling"
"17571","Preschool/ Primary"
"17572","No schooling"
"17573","No schooling"
"17574","No schooling"
"17575","No schooling"
"17576","No schooling"
"17577","No schooling"
"17578","No schooling"
"17579","No schooling"
"17580","No schooling"
"17581","No schooling"
"17582","No schooling"
"17583","Matric"
"17584","No schooling"
"17585","No schooling"
"17586","No schooling"
"17587","No schooling"
"17588","No schooling"
"17589","No schooling"
"17590","No schooling"
"17591","No schooling"
"17592","No schooling"
"17593","No schooling"
"17594","No schooling"
"17595","Preschool/ Primary"
"17596","No schooling"
"17597","Preschool/ Primary"
"17598","Preschool/ Primary"
"17599","Middle"
"17600","Intermediate"
"17601","No schooling"
"17602","No schooling"
"17603","No schooling"
"17604","No schooling"
"17605","Middle"
"17606","No schooling"
"17607","No schooling"
"17608","Middle"
"17609","No schooling"
"17610","No schooling"
"17611","No schooling"
"17612","No schooling"
"17613","No schooling"
"17614","No schooling"
"17615","No schooling"
"17616","No schooling"
"17617","No schooling"
"17618","No schooling"
"17619","Preschool/ Primary"
"17620","Preschool/ Primary"
"17621","Preschool/ Primary"
"17622","No schooling"
"17623","No schooling"
"17624","No schooling"
"17625","No schooling"
"17626","No schooling"
"17627","No schooling"
"17628","No schooling"
"17629","No schooling"
"17630","Middle"
"17631","No schooling"
"17632","No schooling"
"17633","No schooling"
"17634","Middle"
"17635","Intermediate"
"17636","Middle"
"17637","No schooling"
"17638","No schooling"
"17639","No schooling"
"17640","Preschool/ Primary"
"17641","No schooling"
"17642","No schooling"
"17643","Preschool/ Primary"
"17644","No schooling"
"17645","No schooling"
"17646","No schooling"
"17647","Preschool/ Primary"
"17648","No schooling"
"17649","Preschool/ Primary"
"17650","Middle"
"17651","No schooling"
"17652","No schooling"
"17653","No schooling"
"17654","Preschool/ Primary"
"17655","No schooling"
"17656","No schooling"
"17657","No schooling"
"17658","No schooling"
"17659","Preschool/ Primary"
"17660","Preschool/ Primary"
"17661","No schooling"
"17662","No schooling"
"17663","Middle"
"17664","No schooling"
"17665","No schooling"
"17666","No schooling"
"17667","No schooling"
"17668","No schooling"
"17669","Preschool/ Primary"
"17670","Preschool/ Primary"
"17671","No schooling"
"17672","Preschool/ Primary"
"17673","Middle"
"17674","No schooling"
"17675","Preschool/ Primary"
"17676","No schooling"
"17677","No schooling"
"17678","No schooling"
"17679","No schooling"
"17680","No schooling"
"17681","Preschool/ Primary"
"17682","No schooling"
"17683","Preschool/ Primary"
"17684","No schooling"
"17685","No schooling"
"17686","No schooling"
"17687","No schooling"
"17688","No schooling"
"17689","Intermediate"
"17690","No schooling"
"17691","No schooling"
"17692","No schooling"
"17693","No schooling"
"17694","Middle"
"17695","No schooling"
"17696","Preschool/ Primary"
"17697","Preschool/ Primary"
"17698","No schooling"
"17699","Preschool/ Primary"
"17700","No schooling"
"17701","No schooling"
"17702","Matric"
"17703","No schooling"
"17704","Middle"
"17705","Preschool/ Primary"
"17706","No schooling"
"17707","No schooling"
"17708","No schooling"
"17709","No schooling"
"17710","No schooling"
"17711","No schooling"
"17712","Middle"
"17713","Matric"
"17714","No schooling"
"17715","No schooling"
"17716","Middle"
"17717","No schooling"
"17718","No schooling"
"17719","Matric"
"17720","Preschool/ Primary"
"17721","No schooling"
"17722","No schooling"
"17723","No schooling"
"17724","No schooling"
"17725","No schooling"
"17726","Masters or above"
"17727","No schooling"
"17728","Masters or above"
"17729","Preschool/ Primary"
"17730","No schooling"
"17731","Preschool/ Primary"
"17732","No schooling"
"17733","Middle"
"17734","No schooling"
"17735","No schooling"
"17736","No schooling"
"17737","No schooling"
"17738","No schooling"
"17739","No schooling"
"17740","No schooling"
"17741","Preschool/ Primary"
"17742","No schooling"
"17743","No schooling"
"17744","No schooling"
"17745","No schooling"
"17746","Matric"
"17747","Preschool/ Primary"
"17748","No schooling"
"17749","No schooling"
"17750","No schooling"
"17751","Preschool/ Primary"
"17752","No schooling"
"17753","No schooling"
"17754","Preschool/ Primary"
"17755","No schooling"
"17756","No schooling"
"17757","No schooling"
"17758","No schooling"
"17759","No schooling"
"17760","No schooling"
"17761","Matric"
"17762","No schooling"
"17763","No schooling"
"17764","No schooling"
"17765","No schooling"
"17766","No schooling"
"17767","No schooling"
"17768","No schooling"
"17769","No schooling"
"17770","No schooling"
"17771","Preschool/ Primary"
"17772","Preschool/ Primary"
"17773","No schooling"
"17774","No schooling"
"17775","No schooling"
"17776","No schooling"
"17777","Preschool/ Primary"
"17778","No schooling"
"17779","No schooling"
"17780","No schooling"
"17781","No schooling"
"17782","No schooling"
"17783","No schooling"
"17784","No schooling"
"17785","No schooling"
"17786","No schooling"
"17787","No schooling"
"17788","Preschool/ Primary"
"17789","No schooling"
"17790","No schooling"
"17791","No schooling"
"17792","No schooling"
"17793","No schooling"
"17794","No schooling"
"17795","No schooling"
"17796","No schooling"
"17797","No schooling"
"17798","No schooling"
"17799","No schooling"
"17800","Middle"
"17801","Middle"
"17802","No schooling"
"17803","No schooling"
"17804","Preschool/ Primary"
"17805","No schooling"
"17806","No schooling"
"17807","Preschool/ Primary"
"17808","Matric"
"17809","No schooling"
"17810","No schooling"
"17811","Middle"
"17812","Preschool/ Primary"
"17813","No schooling"
"17814","Preschool/ Primary"
"17815","Graduation"
"17816","Masters or above"
"17817","Masters or above"
"17818","No schooling"
"17819","Matric"
"17820","Preschool/ Primary"
"17821","Matric"
"17822","Masters or above"
"17823","Middle"
"17824","Preschool/ Primary"
"17825","No schooling"
"17826","No schooling"
"17827","No schooling"
"17828","Preschool/ Primary"
"17829","Matric"
"17830","Preschool/ Primary"
"17831","Middle"
"17832","Middle"
"17833","Matric"
"17834","Matric"
"17835","Preschool/ Primary"
"17836","Middle"
"17837","No schooling"
"17838","Preschool/ Primary"
"17839","No schooling"
